year,eff_income_sources,new_income_share,mean_horizon_yrs,multiyear_share,invest_spend_share,sec_income_share,rows_per_page,sections_per_page,subtotal_ratio,sig_per_page,person_share,latin_share,arrears_share,distinct_persons_per_page,persons_per_row,pages_per_year,rows_per_year,institutional_pay_share
1776,,,,0.0,0.0,0.0,,,,,,,,,,,,
1777,,,,0.0,0.0,0.0,,,,,,,,,,,,
1778,,,,0.0,0.0,0.0,,,,,,,,,,,,
1779,,,,0.0,0.0,0.0,,,,,,,,,,,,
1780,,,,0.0,0.0,0.0,,,,,,,,,,,,
1781,,,,0.0,0.0,0.0,,,,,,,,,,,,
1782,,,,0.0,0.0,0.0,,,,,,,,,,,,
1783,,,,0.0,0.0,0.0,,,,,,,,,,,,
1784,,,,0.0,0.0,0.0,,,,,,,,,,,,
1785,,,,0.0,0.0,0.0,,,,,,,,,,,,
1786,,,,0.0,0.0,0.0,,,,,,,,,,,,
1787,,,,0.0,0.0,0.0,,,,,,,,,,,,
1788,,,,0.0,0.0,0.0,,,,,,,,,,,,
1789,,,,0.0,0.0,0.0,,,,,,,,,,,,
1790,,,,0.0,0.0,0.0,,,,,,,,,,,,
1791,,,,0.0,0.0,0.0,,,,,,,,,,,,
1792,,,,0.0,0.0,0.0,,,,,,,,,,,,
1793,,,,0.0,0.0,0.0,,,,,,,,,,,,
1794,,,,0.0,0.0,0.0,,,,,,,,,,,,
1795,,,,0.0,0.0,0.0,,,,,,,,,,,,
1796,,,,0.0,0.0,0.0,,,,,,,,,,,,
1797,,,,0.0,0.0,0.0,,,,,,,,,,,,
1798,,,,0.0,0.0,0.0,,,,,,,,,,,,
1799,,,,0.0,0.0,0.0,,,,,,,,,,,,
1800,2.3531837298914597,0.48211447475947017,0.827242076264129,0.0035651747250719113,0.02867327191632936,0.049340545250334336,31.428571428571427,4.857142857142857,0.09411764705882353,0.0,0.41363636363636364,0.28823529411764703,0.16470588235294117,11.571428571428571,0.36818181818181817,7.0,220.0,0.44334657034924807
1801,2.211302583663514,0.456790323385131,0.9630536304622823,0.06048148848226571,0.0,0.04665828455101809,29.25,4.75,0.08287292817679558,0.0,0.43162393162393164,0.36464088397790057,0.15469613259668508,10.75,0.36752136752136755,8.0,234.0,0.4425461194136868
1802,1.1089327895954721,0.046683194403675285,0.8276878381836223,0.0,0.1427482486484423,0.0,29.857142857142858,3.142857142857143,0.05056179775280899,0.0,0.5358851674641149,0.2696629213483146,0.38202247191011235,14.142857142857142,0.47368421052631576,7.0,209.0,0.16686567987223566
1803,2.1823360607827804,0.5776637075477925,0.670570026470513,0.0,0.00047516873769840935,0.04934320217152013,30.22222222222222,4.0,0.09302325581395349,0.6666666666666666,0.3860294117647059,0.2837209302325581,0.2186046511627907,10.555555555555555,0.3492647058823529,9.0,272.0,0.48363149291681795
1804,2.398925737699311,0.49928817339412335,0.9471479987998651,0.0,0.02506952776754922,0.016715138343261524,33.625,4.125,0.09259259259259259,0.75,0.39776951672862454,0.25925925925925924,0.23148148148148148,13.0,0.38661710037174724,8.0,269.0,0.7371272056169798
1805,2.2894203808617886,0.442295631372412,0.8765313768038379,0.005775968427300797,0.017579255287119174,0.012683174987815841,35.375,4.25,0.08771929824561403,0.75,0.3992932862190813,0.2850877192982456,0.2236842105263158,13.0,0.3674911660777385,8.0,283.0,0.4605835876665051
1806,2.392499373869458,0.526193995214836,0.7561093069333746,0.04223045457661633,0.013432593174644031,0.017279207370343896,31.125,3.625,0.08955223880597014,0.75,0.37751004016064255,0.3383084577114428,0.1044776119402985,10.75,0.3453815261044177,8.0,249.0,0.42510014044499844
